Fish,hakai_id,Stock 1,Region 1,Prob 1,Stock 2,Region 2,Prob 2,Stock 3,Region 3,Prob 3,Stock 4,Region 4,Prob 4,Stock 5,Region 5,Prob 5
Hakai_P_A12 (15) unkn 174 584,U584,Chilko,3,0.99,Chilko_south,2,0.00,Quesnel_Horsef,3,0.00,Raft,2,0.00,Pinchi_Cr,3,0.00
Hakai_P_A12 (15) unkn 174 585,U585,Chilko,3,0.66,L_Adams,4,0.12,Quesnel_Horsef,3,0.10,Chilko_south,2,0.06,Quesnel_Mitche,3,0.03
Hakai_P_A12 (15) unkn 174 586,U586,Quesnel_Horsef,3,0.97,L_Adams,4,0.02,M_Horsefly,3,0.01,Horsefly,3,0.00,Eagle_L,4,0.00
Hakai_P_A12 (15) unkn 174 590,U590,Birkenhead,3,1.00,,,,,,,,,,,,
Hakai_P_A12 (15) unkn 174 591,U591,Pitt,2,1.00,,,,,,,,,,,,
Hakai_P_A12 (15) unkn 174 592,U592,Pinchi_Cr,3,0.33,Phillips,6,0.30,Birkenhead,3,0.12,L_Adams,4,0.10,Chilko_south,2,0.10
Hakai_P_A12 (15) unkn 174 593,U593,Quesnel_Horsef,3,0.78,Chilko,3,0.15,Chilko_south,2,0.03,L_Adams,4,0.02,Little,4,0.02
Hakai_P_A12 (15) unkn 174 621,U621,Pitt,2,1.00,L_Adams,4,0.00,,,,,,,,,
Hakai_P_A12 (15) unkn 174 628,U628,L_Adams,4,0.67,Little,4,0.22,Pinchi_Cr,3,0.04,Chilko_south,2,0.02,Quesnel_Horsef,3,0.02
Hakai_P_A12 (15) unkn 174 629,U629,Quesnel_Mitche,3,0.96,Mitchell,3,0.04,Blue_Lead_Ck,3,0.00,,,,,,
Hakai_P_A12 (15) unkn 174 679,U679,Chilko,3,0.71,Chilko_south,2,0.15,L_Adams,4,0.12,Little,4,0.02,Eagle_L,4,0.00
Hakai_P_A12 (15) unkn 174 680,U680,Quesnel_Mitche,3,0.96,Mitchell,3,0.04,,,,,,,,,
Hakai_P_A12 (15) unkn 174 688,U688,Chilko_south,2,1.00,Chilko,3,0.00,Pinchi_Cr,3,0.00,,,,,,
Hakai_P_A12 (15) unkn 174 689,U689,Quesnel_Mitche,3,0.97,Mitchell,3,0.04,,,,,,,,,
Hakai_P_A12 (15) unkn 174 690,U690,Chilko,3,0.95,Pinchi_Cr,3,0.04,Chilko_south,2,0.00,Kynock,1,0.00,,,
Hakai_P_A12 (15) unkn 174 701,U701,Seymour,2,0.95,Eagle,2,0.02,Scotch,2,0.02,L_Adams,4,0.01,Chilko_south,2,0.00
Hakai_P_A12 (15) unkn 174 702,U702,Chilko,3,0.93,Chilko_south,2,0.07,L_Adams,4,0.00,,,,,,
Hakai_P_A12 (15) unkn 174 703,U703,Pinchi_Cr,3,0.90,Chilko_south,2,0.07,Chilko,3,0.01,L_Adams,4,0.01,Middle,3,0.01
Hakai_P_A12 (15) unkn 175 619,U619,Seymour,2,0.78,L_Adams,4,0.10,Chilko,3,0.04,Eagle,2,0.03,Quesnel_Mitche,3,0.02
Hakai_P_A12 (15) unkn 175 620,U620,Quesnel_Horsef,3,0.97,L_Adams,4,0.01,Horsefly,3,0.01,Chilko,3,0.01,Chilko_south,2,0.01
Hakai_P_A12 (15) unkn 175 623,U623,Quesnel_Horsef,3,0.99,M_Horsefly,3,0.01,Horsefly,3,0.00,L_Horsefly,3,0.00,,,
Hakai_P_A12 (15) unkn 175 630,U630,Seymour,2,0.95,Eagle,2,0.05,Chilko_south,2,0.00,,,,,,
Hakai_P_A12 (15) unkn 175 642,U642,Pitt,2,0.29,Thoms_Lake,20,0.22,Seymour,2,0.21,Scotch,2,0.07,Pinchi_Cr,3,0.06
Hakai_P_A12 (15) unkn 175 644,U644,Chilko,3,0.54,L_Adams,4,0.36,L_Shuswap,4,0.05,Eagle_L,4,0.01,MiddleShuswap,4,0.01
Hakai_P_A12 (15) unkn 175 645,U645,Seymour,2,0.90,Eagle,2,0.09,Scotch,2,0.01,,,,,,
Hakai_P_A12 (15) unkn 175 646,U646,L_Adams,4,0.75,Little,4,0.23,Quesnel_Horsef,3,0.01,Portage_Cr,4,0.01,Chilko_south,2,0.00
Hakai_P_A12 (15) unkn 175 652,U652,Pinchi_Cr,3,0.94,Middle,3,0.06,Kuzkwa_Cr,3,0.00,Bivouac,1,0.00,Chilko_south,2,0.00
Hakai_P_A12 (15) unkn 175 653,U653,Seymour,2,0.78,Eagle,2,0.12,L_Adams,4,0.03,Little,4,0.03,L_Shuswap,4,0.02
Hakai_P_A12 (15) unkn 175 659,U659,Pinchi_Cr,3,0.88,Stellako,3,0.03,Kuzkwa_Cr,3,0.02,Seymour,2,0.02,Long_Lake,15,0.02
Hakai_P_A12 (15) unkn 175 660,U660,Chilko,3,0.54,Chilko_south,2,0.35,Quesnel_Horsef,3,0.10,Pinchi_Cr,3,0.01,Horsefly,3,0.00
Hakai_P_A12 (15) unkn 175 661,U661,Chilko,3,0.89,Pinchi_Cr,3,0.05,Chilko_south,2,0.05,Birkenhead,3,0.01,Middle,3,0.00
Hakai_P_A12 (15) unkn 175 664,U664,L_Shuswap,4,0.82,MiddleShuswap,4,0.10,Eagle_L,4,0.03,Little,4,0.02,Pitt,2,0.02
Hakai_P_A12 (15) unkn 175 665,U665,Quesnel_Mitche,3,0.96,Mitchell,3,0.04,,,,,,,,,
Hakai_P_A12 (15) unkn 175 666,U666,L_Adams,4,0.82,Little,4,0.12,Seymour,2,0.06,Chilko,3,0.00,,,
Hakai_P_A12 (15) unkn 175 672,U672,Seymour,2,0.99,Eagle,2,0.01,U_Adams,2,0.00,Portage_Cr,4,0.00,Scotch,2,0.00
Hakai_P_A12 (15) unkn 175 673,U673,Chilko_south,2,0.74,Chilko,3,0.19,Pinchi_Cr,3,0.04,L_Adams,4,0.03,Eagle_L,4,0.00
Hakai_P_A12 (15) unkn 175 674,U674,Seymour,2,0.92,Eagle,2,0.06,Scotch,2,0.02,L_Adams,4,0.00,Little,4,0.00
Hakai_P_A12 (15) unkn 175 681,U681,Birkenhead,3,1.00,,,,,,,,,,,,
Hakai_P_A12 (15) unkn 175 682,U682,L_Adams,4,0.74,Little,4,0.23,Portage_Cr,4,0.03,Chilko,3,0.00,Nahatlatch,2,0.00
Hakai_P_A12 (15) unkn 175 704,U704,Birkenhead,3,1.00,,,,,,,,,,,,
Hakai_P_A12 (15) unkn 175 705,U705,Chilko,3,0.54,Chilko_south,2,0.19,L_Adams,4,0.18,Pinchi_Cr,3,0.05,Eagle_L,4,0.02
Hakai_P_A12 (15) unkn 175 706,U706,Gates_Cr,2,1.00,,,,,,,,,,,,
Hakai_P_A12 (15) unkn 175 707,U707,L_Adams,4,0.58,L_Shuswap,4,0.15,Quesnel_Horsef,3,0.14,Little,4,0.06,MiddleShuswap,4,0.01
Hakai_P_A12 (15) unkn 175 708,U708,Pitt,2,0.56,Long_Lake,15,0.23,L_Adams,4,0.09,Canoe_Cr,15,0.04,Big_Silver,4,0.04
Hakai_P_A12 (15) unkn 175 711,U711,Birkenhead,3,1.00,,,,,,,,,,,,
Hakai_P_A12 (15) unkn 175 712,U712,L_Adams,4,0.82,Quesnel_Horsef,3,0.08,Little,4,0.04,Eagle_L,4,0.03,Chilko_south,2,0.02
Hakai_P_A12 (15) unkn 175 721,U721,Quesnel_Horsef,3,0.84,Pinchi_Cr,3,0.06,L_Adams,4,0.04,M_Horsefly,3,0.02,Little,4,0.02
Hakai_P_A12 (15) unkn 175 722,U722,Seymour,2,0.68,L_Shuswap,4,0.14,Eagle,2,0.12,L_Adams,4,0.06,Scotch,2,0.00
Hakai_P_A12 (15) unkn 175 723,U723,Chilko,3,0.86,Quesnel_Horsef,3,0.10,Pinchi_Cr,3,0.01,Chilko_south,2,0.01,M_Horsefly,3,0.01
Hakai_P_A12 (15) unkn 175 724,U724,Gates_Cr,2,1.00,,,,,,,,,,,,
Hakai_P_A12 (15) unkn 175 739,U739,Chilko_south,2,0.74,L_Adams,4,0.10,Chilko,3,0.07,Birkenhead,3,0.05,Little,4,0.02
Hakai_P_A12 (15) unkn 175 740,U740,Quesnel_Horsef,3,0.99,L_Adams,4,0.00,Chilko_south,2,0.00,M_Horsefly,3,0.00,Quesnel_Decept,3,0.00
Hakai_P_A12 (15) unkn 175 766,U766,Seymour,2,0.72,Eagle,2,0.15,L_Shuswap,4,0.06,L_Adams,4,0.03,Eagle_L,4,0.02
Hakai_P_A12 (15) unkn 175 788,U788,Seymour,2,0.89,Eagle,2,0.05,Scotch,2,0.05,,,,,,
Hakai_P_A12 (15) unkn 175 789,U789,Quesnel_Horsef,3,0.79,L_Adams,4,0.09,Chilko,3,0.05,Pinchi_Cr,3,0.02,Raft,2,0.02
Hakai_P_A12 (15) unkn 175 790,U790,Chilko_south,2,0.64,Chilko,3,0.36,Quesnel_Horsef,3,0.00,Narrows,1,0.00,,,
Hakai_P_A12 (15) unkn 178 715,U715,Nimpkish,7,0.94,Vernon,7,0.06,,,,,,,,,
Hakai_P_A12 (15) unkn 178 716,U716,Nimpkish,7,0.99,Vernon,7,0.01,,,,,,,,,
Hakai_P_A12 (15) unkn 178 717,U717,Nimpkish,7,0.97,Vernon,7,0.03,,,,,,,,,
Hakai_P_A12 (15) unkn 178 718,U718,Nimpkish,7,0.96,Vernon,7,0.04,,,,,,,,,
Hakai_P_A12 (15) unkn 178 729,U729,Nimpkish,7,0.95,Vernon,7,0.05,,,,,,,,,
Hakai_P_A12 (15) unkn 178 730,U730,Nimpkish,7,0.99,Vernon,7,0.01,,,,,,,,,
Hakai_P_A12 (15) unkn 178 733,U733,L_Adams,4,0.61,Seymour,2,0.15,Little,4,0.12,Chilko_south,2,0.10,L_Shuswap,4,0.01
Hakai_P_A12 (15) unkn 178 752,U752,Nimpkish,7,1.00,Vernon,7,0.01,,,,,,,,,
Hakai_P_A12 (15) unkn 178 753,U753,Nimpkish,7,1.00,,,,,,,,,,,,
Hakai_P_A12 (15) unkn 178 757,U757,Pinchi_Cr,3,0.99,L_Adams,4,0.01,Chilko_south,2,0.00,,,,,,
Hakai_P_A12 (15) unkn 180 579,U579,Portage_Cr,4,0.67,Seymour,2,0.28,Scotch,2,0.05,,,,,,
Hakai_P_A12 (15) unkn 180 580,U580,Quesnel_Horsef,3,0.64,Blue_Lead_Ck,3,0.20,L_Horsefly,3,0.08,McKinley,3,0.05,Wasko_Cr,3,0.02
Hakai_P_A12 (15) unkn 180 594,U594,Mitchell,3,0.78,Quesnel_Mitche,3,0.21,Blue_Lead_Ck,3,0.01,,,,,,
Hakai_P_A12 (15) unkn 180 595,U595,Chilko,3,0.69,Quesnel_Horsef,3,0.30,Portage_Cr,4,0.00,Horsefly,3,0.00,Porter_Cr,1,0.00
Hakai_P_A12 (15) unkn 180 596,U596,Seymour,2,0.54,Scotch,2,0.45,Portage_Cr,4,0.01,Chilko,3,0.00,Rossette,1,0.00
Hakai_P_A12 (15) unkn 180 611,U611,Seymour,2,0.54,Scotch,2,0.46,Portage_Cr,4,0.00,,,,,,
Hakai_P_A12 (15) unkn 180 612,U612,Mitchell,3,0.74,Quesnel_Mitche,3,0.21,Blue_Lead_Ck,3,0.05,Wasko_Cr,3,0.00,,,
Hakai_P_A12 (15) unkn 180 631,U631,Chilko,3,0.71,Mitchell,3,0.21,Blue_Lead_Ck,3,0.05,Quesnel_Horsef,3,0.02,Wasko_Cr,3,0.00
Hakai_P_A12 (15) unkn 180 632,U632,Seymour,2,0.54,Scotch,2,0.45,Chilko,3,0.01,,,,,,
Hakai_P_A12 (15) unkn 180 633,U633,Portage_Cr,4,0.78,Chilko,3,0.16,Thompson_N,2,0.02,Quesnel_Horsef,3,0.02,Raft,2,0.01
Hakai_P_A12 (15) unkn 180 634,U634,Quesnel_Horsef,3,0.63,L_Horsefly,3,0.13,Portage_Cr,4,0.10,McKinley,3,0.07,Raft,2,0.03
Hakai_P_A12 (15) unkn 182 1309,U1309,Sandpoint,1,0.29,Paula,1,0.29,Porter_Cr,1,0.09,Sinta,1,0.07,Forfar,1,0.07
Hakai_P_A12 (15) unkn 182 1327,U1327,Portage_Cr,4,1.00,McKinley,3,0.00,Quesnel_Horsef,3,0.00,Seymour,2,0.00,,,
Hakai_P_A12 (15) unkn 182 599,U599,Nimpkish,7,0.84,Woss_Lake,7,0.16,,,,,,,,,
Hakai_P_A12 (15) unkn 182 600,U600,Nimpkish,7,0.69,Woss_Lake,7,0.31,,,,,,,,,
Hakai_P_A12 (15) unkn 182 614,U614,Nimpkish,7,0.98,Woss_Lake,7,0.02,,,,,,,,,
Hakai_P_A12 (15) unkn 182 615,U615,Nimpkish,7,0.99,Woss_Lake,7,0.01,,,,,,,,,
Hakai_P_A12 (15) unkn 182 616,U616,Woss_Lake,7,0.85,Nimpkish,7,0.15,Vernon,7,0.00,,,,,,
Hakai_P_A12 (15) unkn 182 617,U617,Nimpkish,7,0.98,Woss_Lake,7,0.02,,,,,,,,,
Hakai_P_A12 (15) unkn 182 618,U618,Mitchell,3,0.78,Quesnel_Mitche,3,0.20,Blue_Lead_Ck,3,0.01,Wasko_Cr,3,0.00,,,
Hakai_P_A12 (15) unkn 182 622,U622,Woss_Lake,7,0.99,Nimpkish,7,0.01,,,,,,,,,
Hakai_P_A12 (15) unkn 182 640,U640,Nimpkish,7,0.96,Woss_Lake,7,0.04,,,,,,,,,
Hakai_P_A12 (15) unkn 182 641,U641,Nimpkish,7,0.62,Woss_Lake,7,0.38,,,,,,,,,
Hakai_P_A12 (15) unkn 182 642,U642,Woss_Lake,7,1.00,Nimpkish,7,0.00,,,,,,,,,
Hakai_P_A12 (15) unkn 182 651,U651,Portage_Cr,4,0.91,Seymour,2,0.07,Chilko,3,0.02,Little,4,0.00,L_Adams,4,0.00
Hakai_P_A12 (15) unkn 182 829,U829,Chilko,3,0.29,Seymour,2,0.24,Sandpoint,1,0.23,Scotch,2,0.06,Sinta,1,0.06
Hakai_P_A12 (15) unkn 182 830,U830,Portage_Cr,4,0.80,Chilko,3,0.19,MiddleShuswap,4,0.00,L_Adams,4,0.00,,,
Hakai_P_A12 (15) unkn 182 865,U865,Mitchell,3,0.64,Quesnel_Mitche,3,0.21,Blue_Lead_Ck,3,0.15,,,,,,
Hakai_P_A12 (15) unkn 182 871,U871,Gates_Cr,2,1.00,,,,,,,,,,,,
Hakai_P_A12 (15) unkn 188 527,U527,Woss_Lake,7,0.97,Nimpkish,7,0.03,,,,,,,,,
Hakai_P_A12 (15) unkn 188 528,U528,Woss_Lake,7,0.98,Nimpkish,7,0.02,Vernon,7,0.00,,,,,,
Hakai_P_A12 (15) unkn 188 529,U529,Woss_Lake,7,0.99,Nimpkish,7,0.01,,,,,,,,,
Hakai_P_A12 (15) unkn 188 530,U530,Woss_Lake,7,0.94,Nimpkish,7,0.06,,,,,,,,,
Hakai_P_A12 (15) unkn 188 536,U536,Woss_Lake,7,0.99,Nimpkish,7,0.01,,,,,,,,,
Hakai_P_A12 (15) unkn 188 537,U537,Woss_Lake,7,1.00,Nimpkish,7,0.00,,,,,,,,,
Hakai_P_A12 (15) unkn 188 538,U538,Woss_Lake,7,1.00,Nimpkish,7,0.00,,,,,,,,,
Hakai_P_A12 (15) unkn 188 547,U547,L_Shuswap,4,0.85,MiddleShuswap,4,0.14,L_Adams,4,0.00,,,,,,
Hakai_P_A13 (15) unkn 134 384,U384,Pinchi_Cr,3,0.92,Tachie,3,0.07,Quesnel_Decept,3,0.00,Middle,3,0.00,Chilko,3,0.00
Hakai_P_A13 (15) unkn 134 385,U385,Weaver,4,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 134 386,U386,Quesnel_Decept,3,0.81,Mitchell,3,0.17,Quesnel_Mitche,3,0.02,Roaring,3,0.00,Blue_Lead_Ck,3,0.00
Hakai_P_A13 (15) unkn 134 387,U387,Weaver,4,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 134 388,U388,Pinchi_Cr,3,0.85,Hudson_Bay,1,0.10,Tachie,3,0.05,Kuzkwa_Cr,3,0.00,Chilko,3,0.00
Hakai_P_A13 (15) unkn 134 389,U389,Thompson_N,2,0.83,Chilko,3,0.08,Eagle_L,4,0.03,L_Shuswap,4,0.02,Raft,2,0.01
Hakai_P_A13 (15) unkn 134 391,U391,Thompson_N,2,0.74,Pinchi_Cr,3,0.19,Quesnel_Decept,3,0.03,L_Shuswap,4,0.02,Tachie,3,0.01
Hakai_P_A13 (15) unkn 134 392,U392,Pinchi_Cr,3,1.00,Tachie,3,0.00,,,,,,,,,
Hakai_P_A13 (15) unkn 134 393,U393,Pinchi_Cr,3,0.76,Tachie,3,0.11,Hudson_Bay,1,0.07,Driftwood,1,0.03,Gluskie,1,0.01
Hakai_P_A13 (15) unkn 134 395,U395,Pinchi_Cr,3,0.99,Tachie,3,0.01,Kuzkwa_Cr,3,0.00,FiveMile,1,0.00,,,
Hakai_P_A13 (15) unkn 135 1060,U1060,Pinchi_Cr,3,0.94,Tachie,3,0.06,Stellako,3,0.00,,,,,,
Hakai_P_A13 (15) unkn 135 1082,U1082,Chilko,3,0.85,Pinchi_Cr,3,0.09,Weaver,4,0.05,Hudson_Bay,1,0.00,Tachie,3,0.00
Hakai_P_A13 (15) unkn 135 268,U268,Pinchi_Cr,3,0.95,Tachie,3,0.05,,,,,,,,,
Hakai_P_A13 (15) unkn 135 269,U269,Pinchi_Cr,3,0.45,Thompson_N,2,0.26,Raft,2,0.19,Pitt,2,0.03,Birkenhead,3,0.01
Hakai_P_A13 (15) unkn 135 270,U270,Chilko,3,0.99,Quesnel_Decept,3,0.00,Chilko-North,3,0.00,Chilko_south,2,0.00,,,
Hakai_P_A13 (15) unkn 135 278,U278,Chilko,3,1.00,Quesnel_Decept,3,0.00,,,,,,,,,
Hakai_P_A13 (15) unkn 135 279,U279,Chilko,3,0.99,Thompson_N,2,0.01,Chilko-North,3,0.00,Quesnel_Decept,3,0.00,Little,4,0.00
Hakai_P_A13 (15) unkn 135 280,U280,Pinchi_Cr,3,0.95,Tachie,3,0.03,Hudson_Bay,1,0.01,Forfar,1,0.00,,,
Hakai_P_A13 (15) unkn 135 290,U290,Chilko,3,0.93,Pinchi_Cr,3,0.05,Chilko_south,2,0.02,Chilko-North,3,0.01,Portage_Cr,4,0.00
Hakai_P_A13 (15) unkn 135 291,U291,Chilko,3,0.87,Quesnel_Decept,3,0.09,Pinchi_Cr,3,0.02,Eagle_L,4,0.01,Thompson_N,2,0.01
Hakai_P_A13 (15) unkn 136 292,U292,Pinchi_Cr,3,0.88,Tachie,3,0.11,L_Shuswap,4,0.01,Middle,3,0.01,MiddleShuswap,4,0.00
Hakai_P_A13 (15) unkn 136 293,U293,Chilko,3,1.00,Chilko_south,2,0.00,,,,,,,,,
Hakai_P_A13 (15) unkn 136 294,U294,Birkenhead,3,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 136 295,U295,Quesnel_Decept,3,0.80,Pinchi_Cr,3,0.09,Chilko,3,0.04,Mitchell,3,0.03,Pitt,2,0.03
Hakai_P_A13 (15) unkn 136 296,U296,Gates_Cr,2,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 136 297,U297,Chilko,3,0.99,Chilko_south,2,0.01,Chilko-North,3,0.00,,,,,,
Hakai_P_A13 (15) unkn 136 298,U298,Chilko,3,0.91,Thompson_N,2,0.07,Chilko_south,2,0.01,Tachie,3,0.00,Pinchi_Cr,3,0.00
Hakai_P_A13 (15) unkn 136 301,U301,Pinchi_Cr,3,0.88,Tachie,3,0.09,Chilko,3,0.01,Narrows,1,0.01,Hudson_Bay,1,0.00
Hakai_P_A13 (15) unkn 136 302,U302,Weaver,4,1.00,Tachie,3,0.00,,,,,,,,,
Hakai_P_A13 (15) unkn 136 303,U303,Chilko,3,0.99,Thompson_N,2,0.01,Chilko_south,2,0.01,Pinchi_Cr,3,0.00,,,
Hakai_P_A13 (15) unkn 136 304,U304,Quesnel_Decept,3,0.84,Weaver,4,0.06,Pinchi_Cr,3,0.05,Mitchell,3,0.02,Thompson_N,2,0.02
Hakai_P_A13 (15) unkn 136 305,U305,Weaver,4,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 136 306,U306,Pinchi_Cr,3,0.91,Tachie,3,0.08,Middle,3,0.00,,,,,,
Hakai_P_A13 (15) unkn 136 311,U311,Chilko,3,0.65,Thompson_N,2,0.28,Raft,2,0.03,L_Shuswap,4,0.01,L_Adams,4,0.01
Hakai_P_A13 (15) unkn 136 312,U312,Weaver,4,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 136 313,U313,Pinchi_Cr,3,0.54,Thompson_N,2,0.31,Quesnel_Decept,3,0.08,Chilko,3,0.05,L_Adams,4,0.01
Hakai_P_A13 (15) unkn 136 314,U314,Chilko,3,0.98,Pinchi_Cr,3,0.01,Quesnel_Decept,3,0.00,Chilko_south,2,0.00,Chilko-North,3,0.00
Hakai_P_A13 (15) unkn 136 315,U315,Pinchi_Cr,3,0.87,Quesnel_Decept,3,0.05,Chilko,3,0.04,Tachie,3,0.01,Hudson_Bay,1,0.01
Hakai_P_A13 (15) unkn 136 316,U316,Chilko,3,0.68,Thompson_N,2,0.13,Pinchi_Cr,3,0.12,Raft,2,0.03,Quesnel_Decept,3,0.02
Hakai_P_A13 (15) unkn 136 321,U321,Pinchi_Cr,3,0.94,Tachie,3,0.06,,,,,,,,,
Hakai_P_A13 (15) unkn 138 457,U457,Chilko,3,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 138 458,U458,Birkenhead,3,1.00,Pitt,2,0.00,,,,,,,,,
Hakai_P_A13 (15) unkn 138 459,U459,Chilko,3,0.90,Quesnel_Horsef,3,0.04,Thompson_N,2,0.03,Chilko_south,2,0.00,Raft,2,0.00
Hakai_P_A13 (15) unkn 138 507,U507,Chilko,3,1.00,Blackwater,1,0.00,Chilko_south,2,0.00,Sandpoint,1,0.00,Paula,1,0.00
Hakai_P_A13 (15) unkn 138 508,U508,Chilko,3,1.00,Chilko_south,2,0.00,Blackwater,1,0.00,Forfar,1,0.00,Felix,1,0.00
Hakai_P_A13 (15) unkn 138 509,U509,Chilko,3,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 138 516,U516,Chilko,3,1.00,Stellako,3,0.00,Horsefly,3,0.00,,,,,,
Hakai_P_A13 (15) unkn 138 517,U517,Chilko,3,1.00,Chilko_south,2,0.00,Thompson_N,2,0.00,,,,,,
Hakai_P_A13 (15) unkn 138 518,U518,Birkenhead,3,1.00,Blackwater,1,0.00,Hudson_Bay,1,0.00,,,,,,
Hakai_P_A13 (15) unkn 138 519,U519,Chilko,3,0.97,Weaver,4,0.03,Chilko_south,2,0.00,Thompson_N,2,0.00,,,
Hakai_P_A13 (15) unkn 139 230,U230,Stellako,3,1.00,Chilko,3,0.00,Tachie,3,0.00,Kynock,1,0.00,,,
Hakai_P_A13 (15) unkn 139 272,U272,Stellako,3,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 139 273,U273,Chilko,3,0.85,Thompson_N,2,0.04,Quesnel_Horsef,3,0.04,Blackwater,1,0.02,Sandpoint,1,0.02
Hakai_P_A13 (15) unkn 139 274,U274,Chilko,3,0.99,Stellako,3,0.01,Chilko_south,2,0.00,,,,,,
Hakai_P_A13 (15) unkn 139 281,U281,Quesnel_Horsef,3,0.41,Chilko,3,0.34,Thompson_N,2,0.15,Stellako,3,0.07,Kynock,1,0.01
Hakai_P_A13 (15) unkn 139 282,U282,Chilko,3,0.95,Eagle_L,4,0.02,Portage_Cr,4,0.01,Little,4,0.01,L_Shuswap,4,0.00
Hakai_P_A13 (15) unkn 139 283,U283,Chilko,3,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 139 284,U284,Chilko,3,1.00,Thompson_N,2,0.00,Chilko_south,2,0.00,,,,,,
Hakai_P_A13 (15) unkn 139 285,U285,Chilko,3,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 139 286,U286,Chilko,3,0.88,Thompson_N,2,0.06,Raft,2,0.03,Eagle_L,4,0.01,Little,4,0.01
Hakai_P_A13 (15) unkn 140 347,U347,Birkenhead,3,1.00,Weaver,4,0.00,Chilko,3,0.00,,,,,,
Hakai_P_A13 (15) unkn 140 349,U349,Chilko,3,0.46,Raft,2,0.24,Little,4,0.15,Thompson_N,2,0.09,Chilko_south,2,0.03
Hakai_P_A13 (15) unkn 140 350,U350,Chilko,3,0.60,Stellako,3,0.16,Sandpoint,1,0.08,Blackwater,1,0.04,Eagle_L,4,0.03
Hakai_P_A13 (15) unkn 140 355,U355,Quesnel_Horsef,3,0.78,Chilko,3,0.06,Mitchell,3,0.04,Blackwater,1,0.03,Quesnel_Mitche,3,0.02
Hakai_P_A13 (15) unkn 140 356,U356,Stellako,3,0.82,Blackwater,1,0.12,Hudson_Bay,1,0.03,Porter_Cr,1,0.01,Sandpoint,1,0.00
Hakai_P_A13 (15) unkn 140 357,U357,Chilko,3,0.99,Raft,2,0.01,Quesnel_Horsef,3,0.00,Thompson_N,2,0.00,Quesnel_Decept,3,0.00
Hakai_P_A13 (15) unkn 140 361,U361,Pitt,2,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 140 362,U362,Chilko,3,1.00,Chilko_south,2,0.00,,,,,,,,,
Hakai_P_A13 (15) unkn 140 363,U363,Stellako,3,0.65,Thompson_N,2,0.24,Chilko,3,0.10,Kuzkwa_Cr,3,0.00,Tachie,3,0.00
Hakai_P_A13 (15) unkn 141 100,U100,Mitchell,3,0.88,Quesnel_Mitche,3,0.05,Quesnel_Horsef,3,0.04,Quesnel_Decept,3,0.02,Blue_Lead_Ck,3,0.01
Hakai_P_A13 (15) unkn 141 128,U128,Weaver,4,0.70,Thompson_N,2,0.29,Chilko,3,0.01,Eagle_L,4,0.00,Chilko-North,3,0.00
Hakai_P_A13 (15) unkn 141 210,U210,Chilko,3,0.99,Chilko_south,2,0.01,,,,,,,,,
Hakai_P_A13 (15) unkn 141 216,U216,Chilko,3,1.00,Chilko_south,2,0.00,Weaver,4,0.00,,,,,,
Hakai_P_A13 (15) unkn 141 217,U217,Thompson_N,2,0.69,Chilko,3,0.20,Raft,2,0.11,Weaver,4,0.00,Little,4,0.00
Hakai_P_A13 (15) unkn 141 218,U218,Stellako,3,0.90,Blackwater,1,0.06,Hudson_Bay,1,0.02,Nadina,2,0.01,Sandpoint,1,0.01
Hakai_P_A13 (15) unkn 141 233,U233,Chilko,3,0.99,Raft,2,0.00,Thompson_N,2,0.00,Stellako,3,0.00,Fennell,2,0.00
Hakai_P_A13 (15) unkn 141 234,U234,Quesnel_Horsef,3,0.97,U_Horsefly,3,0.01,Chilko,3,0.01,Horsefly,3,0.00,L_Horsefly,3,0.00
Hakai_P_A13 (15) unkn 141 235,U235,Chilko,3,0.36,Raft,2,0.32,Thompson_N,2,0.23,Fennell,2,0.06,Kynock,1,0.02
Hakai_P_A13 (15) unkn 141 236,U236,Chilko,3,0.97,Blackwater,1,0.01,Sandpoint,1,0.00,Hudson_Bay,1,0.00,Forfar,1,0.00
Hakai_P_A13 (15) unkn 141 241,U241,Birkenhead,3,1.00,Weaver,4,0.00,,,,,,,,,
Hakai_P_A13 (15) unkn 141 399,U399,Chilko,3,0.99,Kynock,1,0.00,Stellako,3,0.00,Quesnel_Horsef,3,0.00,Dust,1,0.00
Hakai_P_A13 (15) unkn 141 401,U401,Mitchell,3,0.92,Quesnel_Mitche,3,0.08,Roaring,3,0.00,Blue_Lead_Ck,3,0.00,,,
Hakai_P_A13 (15) unkn 141 411,U411,Chilko,3,0.89,Weaver,4,0.07,Little,4,0.03,Portage_Cr,4,0.00,Quesnel_Horsef,3,0.00
