Fish,hakai_id,Stock 1,Region 1,Prob 1,Stock 2,Region 2,Prob 2,Stock 3,Region 3,Prob 3,Stock 4,Region 4,Prob 4,Stock 5,Region 5,Prob 5
Hakai_P_A12 (15) unkn 166 1147,U1147,Scotch,2,0.50,L_Adams,4,0.28,Little,4,0.09,Seymour,2,0.08,Blackwater,1,0.03
Hakai_P_A12 (15) unkn 166 1148,U1148,Chilko,3,0.93,Chilko_south,2,0.05,Chilko-North,3,0.02,L_Adams,4,0.00,Quesnel_Horsef,3,0.00
Hakai_P_A12 (15) unkn 166 1153,U1153,L_Adams,4,0.84,Little,4,0.09,Scotch,2,0.03,Portage_Cr,4,0.02,Pitt,2,0.00
Hakai_P_A12 (15) unkn 166 1154,U1154,L_Adams,4,0.28,Thompson_N,2,0.25,Raft,2,0.24,Chilko_south,2,0.23,Birkenhead,3,0.00
Hakai_P_A12 (15) unkn 166 1165,U1165,Chilko_south,2,0.81,Chilko,3,0.19,Portage_Cr,4,0.00,Chilko-North,3,0.00,L_Adams,4,0.00
Hakai_P_A12 (15) unkn 166 1171,U1171,Chilko,3,0.96,L_Adams,4,0.01,Chilko-North,3,0.01,Quesnel_Horsef,3,0.01,Chilko_south,2,0.01
Hakai_P_A12 (15) unkn 166 1177,U1177,Blackwater,1,0.98,Nadina,2,0.01,Sandpoint,1,0.00,Dust,1,0.00,Rossette,1,0.00
Hakai_P_A12 (15) unkn 166 1178,U1178,Quesnel_Horsef,3,0.60,L_Horsefly,3,0.33,Chilko,3,0.04,L_Adams,4,0.01,Little,4,0.01
Hakai_P_A12 (15) unkn 166 1179,U1179,Quesnel_Horsef,3,0.51,L_Horsefly,3,0.36,Wasko_Cr,3,0.05,L_Adams,4,0.02,Little,4,0.01
Hakai_P_A12 (15) unkn 166 1197,U1197,Quesnel_Horsef,3,0.57,L_Horsefly,3,0.20,Wasko_Cr,3,0.11,L_Adams,4,0.06,Little,4,0.03
Hakai_P_A12 (15) unkn 166 1198,U1198,Quesnel_Horsef,3,0.61,L_Horsefly,3,0.38,M_Horsefly,3,0.00,U_Horsefly,3,0.00,Horsefly,3,0.00
Hakai_P_A12 (15) unkn 166 1199,U1199,L_Adams,4,0.86,Chilko_south,2,0.11,Chilko,3,0.01,Eagle_L,4,0.00,Little,4,0.00
Hakai_P_A12 (15) unkn 166 1200,U1200,Thompson_N,2,0.26,Raft,2,0.21,Chilko_south,2,0.11,Chilko,3,0.11,L_Adams,4,0.11
Hakai_P_A12 (15) unkn 166 1205,U1205,Scotch,2,0.99,Seymour,2,0.01,L_Adams,4,0.00,Eagle_L,4,0.00,MiddleShuswap,4,0.00
Hakai_P_A12 (15) unkn 166 1211,U1211,Bowron,2,1.00,,,,,,,,,,,,
Hakai_P_A12 (15) unkn 166 1212,U1212,Chilko,3,0.28,Chilko_south,2,0.17,Scotch,2,0.13,Quesnel_Horsef,3,0.12,L_Horsefly,3,0.09
Hakai_P_A12 (15) unkn 166 1220,U1220,L_Adams,4,0.71,Little,4,0.28,MiddleShuswap,4,0.00,Dust,1,0.00,Seymour,2,0.00
Hakai_P_A12 (15) unkn 166 1225,U1225,Chilko_south,2,0.71,Chilko,3,0.29,Quesnel_Horsef,3,0.00,Chilko-North,3,0.00,Thompson_N,2,0.00
Hakai_P_A12 (15) unkn 166 1226,U1226,Birkenhead,3,0.48,Wasko_Cr,3,0.33,Chilko_south,2,0.14,L_Adams,4,0.01,Quesnel_Horsef,3,0.01
Hakai_P_A12 (15) unkn 166 1227,U1227,Chilko,3,0.97,Chilko-North,3,0.02,Quesnel_Horsef,3,0.00,Chilko_south,2,0.00,Blackwater,1,0.00
Hakai_P_A12 (15) unkn 166 1232,U1232,Bowron,2,0.91,Quesnel_Horsef,3,0.08,L_Horsefly,3,0.01,Wasko_Cr,3,0.00,Blue_Lead_Ck,3,0.00
Hakai_P_A12 (15) unkn 166 1242,U1242,Blackwater,1,0.75,L_Adams,4,0.10,Middle,3,0.04,Sandpoint,1,0.03,Little,4,0.02
Hakai_P_A12 (15) unkn 166 1243,U1243,Quesnel_Horsef,3,0.42,L_Horsefly,3,0.37,Blackwater,1,0.09,Scotch,2,0.04,Chilko_south,2,0.03
Hakai_P_A12 (15) unkn 166 1251,U1251,Blackwater,1,0.92,Sinta,1,0.05,Sandpoint,1,0.01,Middle,3,0.01,FiveMile,1,0.01
Hakai_P_A12 (15) unkn 166 1252,U1252,L_Adams,4,0.90,Little,4,0.07,Wasko_Cr,3,0.01,Birkenhead,3,0.01,Chilko,3,0.01
Hakai_P_A12 (15) unkn 166 1253,U1253,Birkenhead,3,0.98,Wasko_Cr,3,0.01,Chilko,3,0.00,Chilko_south,2,0.00,L_Adams,4,0.00
Hakai_P_A12 (15) unkn 166 758,U758,Little,4,0.87,Quesnel_Horsef,3,0.04,Bowron,2,0.02,L_Adams,4,0.02,L_Horsefly,3,0.02
Hakai_P_A12 (15) unkn 166 800,U800,Chilko,3,0.86,Chilko_south,2,0.06,L_Adams,4,0.04,Quesnel_Horsef,3,0.03,Wasko_Cr,3,0.01
Hakai_P_A12 (15) unkn 166 810,U810,Chilko,3,0.90,Wasko_Cr,3,0.08,Chilko-North,3,0.01,Chilko_south,2,0.00,Quesnel_Mitche,3,0.00
Hakai_P_A12 (15) unkn 166 814,U814,L_Adams,4,0.68,Little,4,0.26,Quesnel_Horsef,3,0.02,Portage_Cr,4,0.02,Chilko_south,2,0.02
Hakai_P_A12 (15) unkn 166 815,U815,Chilko_south,2,0.77,Chilko,3,0.18,Wasko_Cr,3,0.02,Birkenhead,3,0.01,Chilko-North,3,0.01
Hakai_P_A12 (15) unkn 166 816,U816,Wasko_Cr,3,0.82,Roaring,3,0.07,Quesnel_Mitche,3,0.06,Blue_Lead_Ck,3,0.03,Quesnel_Horsef,3,0.01
Hakai_P_A12 (15) unkn 166 821,U821,Little,4,0.57,L_Adams,4,0.35,MiddleShuswap,4,0.03,Seymour,2,0.01,L_Shuswap,4,0.01
Hakai_P_A12 (15) unkn 166 822,U822,L_Adams,4,0.87,Little,4,0.07,Portage_Cr,4,0.03,Bowron,2,0.01,MiddleShuswap,4,0.00
Hakai_P_A12 (15) unkn 166 823,U823,Chilko,3,0.71,Chilko_south,2,0.16,L_Adams,4,0.05,Little,4,0.04,Quesnel_Horsef,3,0.01
Hakai_P_A12 (15) unkn 166 831,U831,Birkenhead,3,1.00,Pitt,2,0.00,Little,4,0.00,YellowBluff,16,0.00,Portage_Cr,4,0.00
Hakai_P_A12 (15) unkn 167 1233,U1233,L_Adams,4,0.48,Little,4,0.22,Chilko_south,2,0.10,Quesnel_Horsef,3,0.05,Wasko_Cr,3,0.05
Hakai_P_A12 (15) unkn 167 1234,U1234,Nimpkish,7,0.71,Woss_Lake,7,0.28,Vernon,7,0.01,,,,,,
Hakai_P_A12 (15) unkn 167 1237,U1237,Phillips,6,1.00,Chilko,3,0.00,Thompson_N,2,0.00,,,,,,
Hakai_P_A12 (15) unkn 167 1247,U1247,Wasko_Cr,3,0.80,Quesnel_Horsef,3,0.08,Roaring,3,0.04,Quesnel_Mitche,3,0.02,Blackwater,1,0.01
Hakai_P_A12 (15) unkn 167 1248,U1248,Nimpkish,7,0.58,Vernon,7,0.38,Woss_Lake,7,0.04,,,,,,
Hakai_P_A12 (15) unkn 167 1254,U1254,Nimpkish,7,0.70,Vernon,7,0.18,Woss_Lake,7,0.12,,,,,,
Hakai_P_A12 (15) unkn 167 1255,U1255,Sakinaw,6,1.00,L_Adams,4,0.00,Little,4,0.00,Portage_Cr,4,0.00,,,
Hakai_P_A12 (15) unkn 167 1258,U1258,Little,4,0.41,Thompson_N,2,0.25,L_Adams,4,0.15,Chilko_south,2,0.10,L_Shuswap,4,0.02
Hakai_P_A12 (15) unkn 167 1263,U1263,Nimpkish,7,0.68,Woss_Lake,7,0.29,Vernon,7,0.03,,,,,,
Hakai_P_A12 (15) unkn 167 1264,U1264,Nimpkish,7,0.70,Vernon,7,0.16,Woss_Lake,7,0.14,,,,,,
Hakai_P_A12 (15) unkn 167 1265,U1265,Scotch,2,0.93,Seymour,2,0.06,L_Adams,4,0.00,Little,4,0.00,Chilko,3,0.00
Hakai_P_A12 (15) unkn 167 1270,U1270,Chilko,3,0.90,Chilko_south,2,0.09,L_Adams,4,0.00,Blackwater,1,0.00,Chilko-North,3,0.00
Hakai_P_A12 (15) unkn 167 1273,U1273,L_Adams,4,0.56,Little,4,0.40,MiddleShuswap,4,0.01,Portage_Cr,4,0.01,Scotch,2,0.00
Hakai_P_A12 (15) unkn 167 1274,U1274,Scotch,2,0.51,L_Adams,4,0.36,Seymour,2,0.06,Little,4,0.05,Eagle_L,4,0.01
Hakai_P_A12 (15) unkn 167 1275,U1275,Chilko_south,2,0.57,Chilko,3,0.42,Chilko-North,3,0.02,Little,4,0.00,,,
Hakai_P_A12 (15) unkn 167 1276,U1276,Little,4,0.51,L_Adams,4,0.39,MiddleShuswap,4,0.05,L_Shuswap,4,0.03,Portage_Cr,4,0.01
Hakai_P_A12 (15) unkn 167 1283,U1283,L_Adams,4,0.66,Little,4,0.29,L_Horsefly,3,0.04,Quesnel_Horsef,3,0.02,Eagle_L,4,0.00
Hakai_P_A12 (15) unkn 167 1284,U1284,Chilko,3,0.68,Little,4,0.25,Chilko-North,3,0.04,Chilko_south,2,0.01,L_Horsefly,3,0.01
Hakai_P_A12 (15) unkn 167 1285,U1285,Pitt,2,0.94,L_Adams,4,0.03,Raft,2,0.01,Chilko_south,2,0.01,Thompson_N,2,0.00
Hakai_P_A12 (15) unkn 167 1286,U1286,Quesnel_Mitche,3,0.99,Mitchell,3,0.01,Wasko_Cr,3,0.01,Blue_Lead_Ck,3,0.00,Roaring,3,0.00
Hakai_P_A12 (15) unkn 167 1288,U1288,Chilko,3,0.53,Chilko_south,2,0.13,L_Adams,4,0.12,Quesnel_Horsef,3,0.12,L_Horsefly,3,0.04
Hakai_P_A12 (15) unkn 167 1292,U1292,Quesnel_Horsef,3,0.51,L_Horsefly,3,0.35,Chilko_south,2,0.04,L_Adams,4,0.03,M_Horsefly,3,0.02
Hakai_P_A12 (15) unkn 167 1301,U1301,L_Adams,4,0.61,Scotch,2,0.16,Little,4,0.09,Seymour,2,0.07,Quesnel_Horsef,3,0.02
Hakai_P_A12 (15) unkn 167 1302,U1302,Chilko,3,0.98,Chilko_south,2,0.02,Chilko-North,3,0.00,L_Adams,4,0.00,,,
Hakai_P_A12 (15) unkn 167 1311,U1311,Chilko,3,0.60,L_Adams,4,0.25,Birkenhead,3,0.05,Little,4,0.04,Chilko_south,2,0.04
Hakai_P_A12 (15) unkn 170 1335,U1335,Chilko,3,0.65,Chilko_south,2,0.26,L_Adams,4,0.05,Quesnel_Horsef,3,0.02,Wasko_Cr,3,0.01
Hakai_P_A12 (15) unkn 170 1336,U1336,Scotch,2,0.59,L_Adams,4,0.26,Little,4,0.11,Seymour,2,0.03,MiddleShuswap,4,0.01
Hakai_P_A12 (15) unkn 170 1337,U1337,L_Adams,4,0.96,Eagle_L,4,0.01,Portage_Cr,4,0.01,Birkenhead,3,0.01,Little,4,0.00
Hakai_P_A12 (15) unkn 170 1338,U1338,L_Adams,4,0.83,Little,4,0.15,Portage_Cr,4,0.01,MiddleShuswap,4,0.00,Eagle_L,4,0.00
Hakai_P_A12 (15) unkn 170 1341,U1341,Scotch,2,0.66,L_Adams,4,0.20,Seymour,2,0.14,Chilko_south,2,0.00,Eagle,2,0.00
Hakai_P_A12 (15) unkn 170 1342,U1342,Quesnel_Horsef,3,0.61,L_Horsefly,3,0.38,Wasko_Cr,3,0.01,U_Horsefly,3,0.00,McKinley,3,0.00
Hakai_P_A12 (15) unkn 170 1353,U1353,L_Adams,4,0.30,Birkenhead,3,0.19,Chilko,3,0.18,Chilko_south,2,0.12,Little,4,0.08
Hakai_P_A12 (15) unkn 170 1354,U1354,Quesnel_Horsef,3,0.55,L_Horsefly,3,0.40,Wasko_Cr,3,0.02,L_Adams,4,0.02,M_Horsefly,3,0.00
Hakai_P_A12 (15) unkn 170 1355,U1355,Scotch,2,0.72,Seymour,2,0.27,Eagle,2,0.00,MiddleShuswap,4,0.00,L_Adams,4,0.00
Hakai_P_A12 (15) unkn 170 1356,U1356,Quesnel_Horsef,3,0.45,L_Horsefly,3,0.36,Wasko_Cr,3,0.16,Quesnel_Mitche,3,0.02,Blue_Lead_Ck,3,0.01
Hakai_P_A12 (15) unkn 170 1362,U1362,Birkenhead,3,1.00,Pitt,2,0.00,,,,,,,,,
Hakai_P_A12 (15) unkn 170 1363,U1363,Scotch,2,0.73,Little,4,0.25,L_Adams,4,0.02,Chilko,3,0.00,Bowron,2,0.00
Hakai_P_A12 (15) unkn 170 624,U624,L_Adams,4,0.63,Chilko,3,0.19,Little,4,0.12,Eagle_L,4,0.01,Seymour,2,0.01
Hakai_P_A12 (15) unkn 170 625,U625,Blackwater,1,0.87,Sinta,1,0.06,Sandpoint,1,0.03,Kynock,1,0.01,Paula,1,0.01
Hakai_P_A12 (15) unkn 170 626,U626,Chilko,3,0.49,Chilko_south,2,0.36,Blackwater,1,0.04,Nadina,2,0.03,L_Adams,4,0.03
Hakai_P_A12 (15) unkn 170 647,U647,Quesnel_Horsef,3,0.60,L_Horsefly,3,0.39,Wasko_Cr,3,0.01,M_Horsefly,3,0.00,U_Horsefly,3,0.00
Hakai_P_A12 (15) unkn 170 649,U649,Chilko,3,0.92,Chilko_south,2,0.07,Chilko-North,3,0.00,Bowron,2,0.00,,,
Hakai_P_A12 (15) unkn 170 654,U654,Nimpkish,7,0.74,Vernon,7,0.19,Woss_Lake,7,0.07,,,,,,
Hakai_P_A12 (15) unkn 170 655,U655,L_Adams,4,0.81,Wasko_Cr,3,0.13,Little,4,0.05,Roaring,3,0.01,Blue_Lead_Ck,3,0.00
Hakai_P_A12 (15) unkn 170 656,U656,Chilko,3,0.97,Quesnel_Horsef,3,0.01,Chilko_south,2,0.00,L_Horsefly,3,0.00,Bowron,2,0.00
Hakai_P_A12 (15) unkn 170 657,U657,Chilko,3,0.79,Chilko_south,2,0.16,Quesnel_Horsef,3,0.02,L_Horsefly,3,0.01,Blackwater,1,0.01
Hakai_P_A12 (15) unkn 170 709,U709,Chilko,3,0.99,Chilko_south,2,0.01,Blackwater,1,0.00,,,,,,
Hakai_P_A12 (15) unkn 170 710,U710,Quesnel_Mitche,3,0.91,Wasko_Cr,3,0.07,Mitchell,3,0.01,Blue_Lead_Ck,3,0.01,Roaring,3,0.00
Hakai_P_A12 (15) unkn 170 713,U713,Scotch,2,0.88,Seymour,2,0.07,L_Adams,4,0.03,Little,4,0.02,Thompson_N,2,0.00
Hakai_P_A12 (15) unkn 170 714,U714,Chilliw_lake,2,0.85,Chilko_south,2,0.07,Birkenhead,3,0.05,DollyVarden_Cr,3,0.02,Pitt,2,0.01
Hakai_P_A12 (15) unkn 170 725,U725,L_Adams,4,0.93,Portage_Cr,4,0.03,Little,4,0.02,Thompson_N,2,0.01,Eagle_L,4,0.00
Hakai_P_A12 (15) unkn 170 726,U726,L_Adams,4,0.81,L_Horsefly,3,0.08,Chilko,3,0.03,Portage_Cr,4,0.02,Quesnel_Horsef,3,0.02
Hakai_P_A12 (15) unkn 170 727,U727,L_Adams,4,0.79,Little,4,0.17,Scotch,2,0.01,Portage_Cr,4,0.01,MiddleShuswap,4,0.00
Hakai_P_A12 (15) unkn 170 728,U728,L_Adams,4,0.52,Little,4,0.41,MiddleShuswap,4,0.03,Wasko_Cr,3,0.02,Portage_Cr,4,0.01
Hakai_P_A12 (15) unkn 170 731,U731,L_Adams,4,0.90,Little,4,0.04,Eagle_L,4,0.01,Chilko,3,0.01,Wasko_Cr,3,0.01
Hakai_P_A12 (15) unkn 170 732,U732,Chilko,3,0.78,Chilko_south,2,0.20,L_Adams,4,0.01,Little,4,0.01,Chilko-North,3,0.00
Hakai_P_A12 (15) unkn 170 751,U751,Birkenhead,3,0.60,Pitt,2,0.37,Chilko,3,0.03,Chilko_south,2,0.00,Gingit_RT,9,0.00
Hakai_P_A12 (15) unkn 171 1108,U1108,Gates_Cr,2,1.00,,,,,,,,,,,,
Hakai_P_A12 (15) unkn 171 1109,U1109,Chilko,3,0.41,Quesnel_Horsef,3,0.27,Wasko_Cr,3,0.19,L_Adams,4,0.05,Little,4,0.05
Hakai_P_A12 (15) unkn 171 1110,U1110,Pitt,2,1.00,Birkenhead,3,0.00,Wasko_Cr,3,0.00,Blackwater,1,0.00,,,
Hakai_P_A12 (15) unkn 171 1129,U1129,Quesnel_Horsef,3,0.62,L_Horsefly,3,0.37,M_Horsefly,3,0.00,Little,4,0.00,U_Horsefly,3,0.00
Hakai_P_A12 (15) unkn 171 1130,U1130,L_Adams,4,0.70,Little,4,0.18,Seymour,2,0.05,Scotch,2,0.05,MiddleShuswap,4,0.01
Hakai_P_A12 (15) unkn 171 1140,U1140,Chilko_south,2,0.82,L_Adams,4,0.12,Chilko,3,0.03,Little,4,0.02,Quesnel_Horsef,3,0.00
Hakai_P_A12 (15) unkn 171 1144,U1144,Wasko_Cr,3,0.67,Chilko_south,2,0.19,Quesnel_Mitche,3,0.09,Thompson_N,2,0.02,Quesnel_Horsef,3,0.01
Hakai_P_A12 (15) unkn 171 1145,U1145,L_Adams,4,0.70,Little,4,0.24,MiddleShuswap,4,0.02,Eagle_L,4,0.01,Portage_Cr,4,0.01
Hakai_P_A12 (15) unkn 171 1151,U1151,Quesnel_Horsef,3,0.54,L_Horsefly,3,0.38,Chilko,3,0.02,L_Adams,4,0.02,Wasko_Cr,3,0.01
Hakai_P_A12 (15) unkn 171 1152,U1152,Blackwater,1,1.00,Sinta,1,0.00,Kynock,1,0.00,Paula,1,0.00,FiveMile,1,0.00
Hakai_P_A12 (15) unkn 171 1155,U1155,Birkenhead,3,0.91,Thompson_N,2,0.08,L_Adams,4,0.01,Portage_Cr,4,0.00,Dust,1,0.00
Hakai_P_A12 (15) unkn 171 1156,U1156,Phillips,6,1.00,PorcupineSloug,14,0.00,Wannock,18,0.00,ChilkootLkBeach,20,0.00,BearSlough,16,0.00
Hakai_P_A12 (15) unkn 171 1157,U1157,Chilko_south,2,0.75,Chilko,3,0.24,L_Adams,4,0.01,Chilko-North,3,0.00,Raft,2,0.00
Hakai_P_A12 (15) unkn 171 1160,U1160,Quesnel_Mitche,3,0.93,Wasko_Cr,3,0.06,Roaring,3,0.01,Mitchell,3,0.01,Blue_Lead_Ck,3,0.00
Hakai_P_A12 (15) unkn 171 1161,U1161,Quesnel_Horsef,3,0.60,L_Horsefly,3,0.39,Raft,2,0.01,M_Horsefly,3,0.00,U_Horsefly,3,0.00
Hakai_P_A12 (15) unkn 171 1162,U1162,Scotch,2,0.88,L_Adams,4,0.07,Seymour,2,0.04,Little,4,0.01,Chilko_south,2,0.00
Hakai_P_A12 (15) unkn 171 1163,U1163,Blackwater,1,0.72,Chilko_south,2,0.14,Sinta,1,0.05,Chilko,3,0.05,Dust,1,0.01
Hakai_P_A12 (15) unkn 171 1164,U1164,Wasko_Cr,3,0.73,Quesnel_Horsef,3,0.10,Quesnel_Mitche,3,0.07,L_Horsefly,3,0.05,Chilko,3,0.03
Hakai_P_A12 (15) unkn 171 1168,U1168,Quesnel_Mitche,3,0.99,Mitchell,3,0.01,Wasko_Cr,3,0.00,Blue_Lead_Ck,3,0.00,,,
Hakai_P_A12 (15) unkn 171 1169,U1169,Chilko_south,2,0.53,Chilko,3,0.46,Chilko-North,3,0.00,L_Adams,4,0.00,Little,4,0.00
Hakai_P_A12 (15) unkn 171 1173,U1173,Scotch,2,0.99,Seymour,2,0.01,L_Adams,4,0.00,,,,,,
Hakai_P_A12 (15) unkn 171 1191,U1191,Chilko_south,2,0.68,Chilko,3,0.31,Wasko_Cr,3,0.00,Blackwater,1,0.00,Thompson_N,2,0.00
Hakai_P_A12 (15) unkn 171 1193,U1193,Blackwater,1,0.64,Sinta,1,0.24,Sandpoint,1,0.07,Kynock,1,0.03,FiveMile,1,0.01
Hakai_P_A12 (15) unkn 171 604,U604,Pitt,2,0.98,Weaver,4,0.01,Nadina,2,0.01,Chilko_south,2,0.00,Chilko,3,0.00
Hakai_P_A12 (15) unkn 171 741,U741,Wasko_Cr,3,0.75,Quesnel_Mitche,3,0.13,Quesnel_Horsef,3,0.05,Roaring,3,0.04,L_Horsefly,3,0.01
Hakai_P_A12 (15) unkn 171 742,U742,Scotch,2,0.97,Seymour,2,0.03,,,,,,,,,
Hakai_P_A12 (15) unkn 171 971,U971,Quesnel_Horsef,3,0.50,L_Horsefly,3,0.29,L_Adams,4,0.17,Chilko,3,0.01,Wasko_Cr,3,0.01
Hakai_P_A12 (15) unkn 171 972,U972,Pitt,2,1.00,,,,,,,,,,,,
Hakai_P_A12 (15) unkn 172 1299,U1299,Chilko,3,0.53,Quesnel_Horsef,3,0.25,Wasko_Cr,3,0.15,Chilko_south,2,0.04,L_Horsefly,3,0.02
Hakai_P_A12 (15) unkn 172 1300,U1300,Chilko,3,0.99,Chilko_south,2,0.01,Quesnel_Horsef,3,0.00,L_Adams,4,0.00,Chilko-North,3,0.00
Hakai_P_A12 (15) unkn 172 1319,U1319,L_Adams,4,0.79,Little,4,0.07,MiddleShuswap,4,0.07,Seymour,2,0.02,Portage_Cr,4,0.02
Hakai_P_A12 (15) unkn 172 1320,U1320,Chilko_south,2,0.67,Chilko,3,0.33,Chilko-North,3,0.00,Portage_Cr,4,0.00,,,
Hakai_P_A12 (15) unkn 172 1332,U1332,Gates_Cr,2,1.00,,,,,,,,,,,,
Hakai_P_A12 (15) unkn 172 1333,U1333,Scotch,2,0.49,Little,4,0.25,L_Adams,4,0.21,Seymour,2,0.05,Chilko_south,2,0.00
Hakai_P_A12 (15) unkn 172 1334,U1334,L_Adams,4,0.73,Little,4,0.23,Eagle_L,4,0.01,L_Shuswap,4,0.01,MiddleShuswap,4,0.01
Hakai_P_A12 (15) unkn 172 1351,U1351,Chilko,3,0.98,Chilko_south,2,0.01,Wasko_Cr,3,0.00,Chilko-North,3,0.00,L_Horsefly,3,0.00
Hakai_P_A12 (15) unkn 172 1361,U1361,Seymour,2,0.29,Scotch,2,0.22,L_Adams,4,0.16,Little,4,0.10,Chilko_south,2,0.04
Hakai_P_A12 (15) unkn 172 627,U627,Chilko_south,2,0.57,L_Adams,4,0.41,Seymour,2,0.01,Scotch,2,0.01,MiddleShuswap,4,0.00
Hakai_P_A12 (15) unkn 172 668,U668,Chilko,3,0.68,Chilko_south,2,0.29,Raft,2,0.02,L_Adams,4,0.01,Portage_Cr,4,0.00
Hakai_P_A12 (15) unkn 172 669,U669,Scotch,2,0.94,Seymour,2,0.06,Eagle,2,0.00,,,,,,
Hakai_P_A12 (15) unkn 172 670,U670,Blackwater,1,0.99,Sinta,1,0.00,Sandpoint,1,0.00,Quesnel_Horsef,3,0.00,Bivouac,1,0.00
Hakai_P_A12 (15) unkn 172 676,U676,Blackwater,1,0.97,Chilko,3,0.01,Sinta,1,0.01,Sandpoint,1,0.01,Middle,3,0.00
Hakai_P_A12 (15) unkn 172 677,U677,Chilko,3,0.98,L_Adams,4,0.01,Chilko_south,2,0.01,Chilko-North,3,0.00,Great_Central,7,0.00
Hakai_P_A12 (15) unkn 172 678,U678,Little,4,0.91,L_Adams,4,0.09,Chilko_south,2,0.00,MiddleShuswap,4,0.00,Blackwater,1,0.00
Hakai_P_A12 (15) unkn 172 685,U685,Scotch,2,0.96,Seymour,2,0.04,L_Adams,4,0.00,Eagle_L,4,0.00,Eagle,2,0.00
Hakai_P_A12 (15) unkn 172 686,U686,Nahatlatch,2,0.91,Dust,1,0.02,Chilliw_lake,2,0.01,L_Adams,4,0.01,Chilko_south,2,0.01
Hakai_P_A12 (15) unkn 172 687,U687,Chilko,3,0.74,Chilko_south,2,0.24,L_Adams,4,0.01,Wasko_Cr,3,0.00,Little,4,0.00
Hakai_P_A12 (15) unkn 174 1149,U1149,Quesnel_Horsef,3,0.96,Chilko,3,0.02,Chilko_south,2,0.02,Horsefly,3,0.00,L_Adams,4,0.00
Hakai_P_A12 (15) unkn 174 1151,U1151,Quesnel_Horsef,3,0.94,Seymour,2,0.05,Chilko,3,0.01,L_Adams,4,0.00,L_Horsefly,3,0.00
Hakai_P_A12 (15) unkn 174 1158,U1158,Chilko,3,0.94,Chilko_south,2,0.04,Quesnel_Horsef,3,0.01,Pinchi_Cr,3,0.01,,,
Hakai_P_A12 (15) unkn 174 1159,U1159,Pitt,2,1.00,Scud,14,0.00,,,,,,,,,
Hakai_P_A12 (15) unkn 174 1166,U1166,Chilko,3,0.90,Chilko_south,2,0.10,,,,,,,,,
Hakai_P_A12 (15) unkn 174 1167,U1167,Chilko_south,2,0.61,Pinchi_Cr,3,0.21,Chilko,3,0.17,Middle,3,0.01,Quesnel_Horsef,3,0.00
Hakai_P_A12 (15) unkn 174 1172,U1172,Birkenhead,3,0.63,Chilko_south,2,0.32,LakeWashington,5,0.02,L_Adams,4,0.02,Chilko,3,0.01
Hakai_P_A12 (15) unkn 174 1192,U1192,Pinchi_Cr,3,0.90,Middle,3,0.06,Baker_Lake,5,0.03,Quesnel_Horsef,3,0.01,Pitt,2,0.00
Hakai_P_A12 (15) unkn 174 1297,U1297,Quesnel_Horsef,3,0.99,Little,4,0.01,L_Adams,4,0.00,Horsefly,3,0.00,M_Horsefly,3,0.00
Hakai_P_A12 (15) unkn 174 1329,U1329,Seymour,2,0.97,Scotch,2,0.02,Eagle,2,0.01,L_Adams,4,0.00,,,
Hakai_P_A12 (15) unkn 174 329,U329,Pinchi_Cr,3,0.94,Middle,3,0.06,Paula,1,0.00,Chilko,3,0.00,Stellako,3,0.00
Hakai_P_A12 (15) unkn 174 330,U330,L_Adams,4,0.33,Seymour,2,0.25,Pinchi_Cr,3,0.23,Chilko_south,2,0.09,Little,4,0.04
Hakai_P_A12 (15) unkn 174 557,U557,Quesnel_Horsef,3,1.00,L_Adams,4,0.00,,,,,,,,,
Hakai_P_A12 (15) unkn 174 558,U558,Pinchi_Cr,3,0.36,Chilko,3,0.23,Chilko_south,2,0.21,L_Shuswap,4,0.07,Quesnel_Horsef,3,0.04
Hakai_P_A12 (15) unkn 174 559,U559,Chilko_south,2,0.83,Chilko,3,0.16,L_Adams,4,0.01,Pinchi_Cr,3,0.00,Quesnel_Horsef,3,0.00
Hakai_P_A12 (15) unkn 174 565,U565,Chilko_south,2,0.54,Chilko,3,0.45,Pinchi_Cr,3,0.01,Middle,3,0.00,L_Adams,4,0.00
Hakai_P_A12 (15) unkn 174 566,U566,Chilko,3,0.78,Chilko_south,2,0.12,Quesnel_Horsef,3,0.05,L_Adams,4,0.03,Pinchi_Cr,3,0.01
Hakai_P_A12 (15) unkn 174 567,U567,Chilko,3,0.51,Chilko_south,2,0.48,L_Adams,4,0.01,,,,,,
Hakai_P_A12 (15) unkn 174 568,U568,Chilko_south,2,0.76,Chilko,3,0.10,L_Adams,4,0.06,Seymour,2,0.05,Pinchi_Cr,3,0.02
Hakai_P_A12 (15) unkn 174 569,U569,Chilko,3,0.79,Seymour,2,0.07,Chilko_south,2,0.04,L_Adams,4,0.04,Little,4,0.02
Hakai_P_A12 (15) unkn 174 576,U576,Chilko,3,0.97,Quesnel_Horsef,3,0.02,Chilko_south,2,0.01,Blue_Lead_Ck,3,0.00,,,
Hakai_P_A12 (15) unkn 174 577,U577,Pinchi_Cr,3,0.90,Middle,3,0.07,Quesnel_Horsef,3,0.03,Chilko_south,2,0.00,,,
Hakai_P_A12 (15) unkn 174 578,U578,L_Adams,4,0.72,L_Shuswap,4,0.13,Eagle_L,4,0.08,Seymour,2,0.03,Little,4,0.02
